cycle,database_style_key,epa_short_name,indicator,source_dataset,epa_definition_what_it_measures,sample_or_record_type_s,legal_values_format,range_low,range_high,definition_status,convenience_prefix,appears_in_count_datasets,metadata_record_count
1819,phab_COMID,COMID,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,NHD common identifier for NRSA sampling frame and subsequent designs.,DESIGN,,,,Single metadata definition,phab,2,1
1819,phab_CONFEATURES,CONFEATURES,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Channel constraining Features,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_CONPATTERN,CONPATTERN,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Channel pattern,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_CONPERCENT,CONPERCENT,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Percent of Reach Constrained L or R,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_CONSTRAINT,CONSTRAINT,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Channel constraint type,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_CVdth,CVdth,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,CV of thalweg depth (SDDEPTH/XDEPTH),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_CVWIDTH,CVWIDTH,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,CV of Wetted Width (SDWIDTH/XWidth),INTERPRETATION,,,,Same label appears for multiple sample/record types,phab,1,4
1819,phab_CVWXD,CVWXD,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,CV of Width Depth Product (SDWXD/XWXD),INTERPRETATION,,,,Same label appears for multiple sample/record types,phab,1,4
1819,phab_DATE_COL,DATE_COL,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Date of data collection in field,VERIF,,,,Single metadata definition,phab,15,1
1819,phab_EPA_REG,EPA_REG,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,EPA Region,DESIGN,Region_01|Region_02|Region_03|Region_04|Region_05|Region_06|Region_07|Region_08|Region_09|Region_10|,,,Single metadata definition,phab,10,1
1819,phab_LDCBF_G08,LDCBF_G08,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Log10(Streambed Critical Diameter-at Bankfull- mm)(PRK 2008),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LDMB_BW5,LDMB_BW5,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Log10(Streambed Critical Diameter-at Bankfull - mm) (PRK 1999),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LitSB1_FN,LitSB1_FN,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Littoral Dominant % Substrate Fines (<0.06mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LitSB1_SF,LitSB1_SF,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Littoral Dominant % Substrate Sand or Fines (<2.0mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LitSB1_SFGF,LitSB1_SFGF,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Littoral Dominant % Substrate <16mm diameter,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LitSB12_FN,LitSB12_FN,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Littoral Dominant or Subdominant % Substrate Fines (<0.06mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LitSB12_SF,LitSB12_SF,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Littoral Dom. or Subdom. % Substrate Sand or Fines (<2.0mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LRBS_BW5,LRBS_BW5,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Log10(Relative Bed Stability-bankfull: Dgm/Dcb) (PRK 1999),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LRBS_G08,LRBS_G08,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Log10(Relative Bed Stability-bankfull: Dgm/Dcb) (PRK 2008),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LRBS_TST,LRBS_TST,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Log10(Relative Bed Stability-bankfull: Dgm/Dcb) -- Quick Estimate,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LRBS_use,LRBS_use,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Log10(Relative Bed Stability-bankfull: Dgm/Dcb) (PRK 2008) LRBS_g08 with some substitutions,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LSUB_DMM,LSUB_DMM,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Log10(Dgm--Geometric Mean Bed Surface Particle Diameter--mm)),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LSUB_DMM_NOR,LSUB_DMM_NOR,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,"Log10(Dgm--Geom.Mean Bed Surf.Particle Diam,exclude Bdrk+hardpan--mm)",INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LSUBD_SD,LSUBD_SD,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,StdDev{Log10(Dgm--Geometric Mean Bed Surface Particle Diameter--mm))},INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LTEST,LTEST,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Log10(Streambed Critical Diameter-at Bankfull - mm) -- Quick Estimate,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LWDeqVol_msq,LWDeqVol_msq,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,"Wood Vol (m3/m2 in area fished--Wadeable=V2 reach, Boatable=V1 littoral)",INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_LWDeqVolM100,LWDeqVolM100,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,"Wood Vol (m3) per 100m channel (Wadeable=V2, Boatable=V1)",INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_MEDBK_A,MEDBK_A,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Median Bank Angle (degrees),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_MEDBKUN,MEDBKUN,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Median Bank Undercut Distance (m),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCAN_C,PCAN_C,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Coniferous Canopy - proportion of reach,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCAN_D,PCAN_D,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Broadleaf Deciduous Canopy - proportion of reach,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCAN_E,PCAN_E,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Broadleaf Evergreen Canopy - proportion of reach,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCAN_M,PCAN_M,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Mixed Coniferous-Broadleaf Canopy - proportion of reach,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCAN_N,PCAN_N,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Canopy Absent - proportion of reach,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_BDRK,PCT_BDRK,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Bedrock (>4000mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_BH,PCT_BH,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Bedrock + Hardpan (>4000mm) | Bed Surface % Bedrock + Hardpan,INTERPRETATION,,,,Multiple protocol-specific labels — see Metadata Detail,phab,1,4
1819,phab_PCT_BIGR,PCT_BIGR,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Larger than Gravel (>64mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_BL,PCT_BL,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Boulders (250-<1000mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_CB,PCT_CB,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Cobbles (64-<250mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_DR,PCT_DR,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Percent of Reach Length that is Dry,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_pct_DRS,pct_DRS,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Percent of Reach dry or submerged flow,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_FA,PCT_FA,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Percent of reach as Falls Habitat,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_FAST,PCT_FAST,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Percent Fast Water Habitat,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_FN,PCT_FN,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Fines <0.06mm,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_GC,PCT_GC,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Coarse Gravel (16-<64mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_GF,PCT_GF,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Fine Gravel (2.0-<16mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_GL,PCT_GL,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Percent of reach with Glide Habitat,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_GR,PCT_GR,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Gravel (2.0-<64mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_HP,PCT_HP,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Hardpan (>4000mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_OM,PCT_OM,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Organic Matter--- *** see PCT_ORG,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_ORG,PCT_ORG,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Organic Matter --- *** see PCT_OM,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_OT,PCT_OT,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Other,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_OVRB,PCT_OVRB,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Can you see over riverbank? % YES,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_POOL,PCT_POOL,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Percent of reach with Pool,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_RC,PCT_RC,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Concrete or Asphalt,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_RR,PCT_RR,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Rough Bedrock (>4000mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_RS,PCT_RS,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Smooth Bedrock (>4000mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_SA,PCT_SA,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Sand 0.06-<2.0mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_SAFN,PCT_SAFN,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface Percent Sand or smaller (<2.0mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_SB,PCT_SB,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Small Boulders (250-<1000mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_SFG,PCT_SFG,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed surface coarse gravel or smaller (<64mm) (PCT_SA + PCT_FN + PCT_GR) | Bed surface coarse gravel or smaller (<64mm) (PCT_SFGF + PCT_GC) | Bed Surface Gravel or smaller (<64mm),INTERPRETATION,,,,Multiple protocol-specific labels — see Metadata Detail,phab,1,4
1819,phab_PCT_SFGF,PCT_SFGF,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface Fine Gravel or smaller (<16mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_SIDE,PCT_SIDE,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Percent of reach with side Channels/Bkwtrs,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_SLOW,PCT_SLOW,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Percent of reach with Pool or Glide Habitat,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_WD,PCT_WD,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Wood,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCT_XB,PCT_XB,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bed Surface % Large Boulders (1000-<4000mm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PCTCLINOMETER,PCTCLINOMETER,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Percent of Slope measured with Clinometer,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_PROTOCOL,PROTOCOL,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Field Sampling Type Wadeable/Boatable/mixed,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_QR1,QR1,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Riparian Quality Index (Scaled 0 to 1):QR1=(QRVEG1*QRVEG2*QRDIST1)**(1/3) | Riparian Quality Index (Scaled XCMGW XCdenBK W1Hall 0-1),INTERPRETATION,,,,Multiple protocol-specific labels — see Metadata Detail,phab,1,4
1819,phab_QRDIST1,QRDIST1,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Riparian Disturbance index (1 - RDIST1) | Riparian Index: Lack of Disturbance (Scaled 0 to 1): QRDIST1=1/(1+w1_hall),INTERPRETATION,,,,Multiple protocol-specific labels — see Metadata Detail,phab,1,4
1819,phab_QRVeg1,QRVeg1,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Riparian Veg Quality Index--Scaled XCMGW: QRVeg1=.1+(.9*(xcmgw/2.00)),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_QRVeg2,QRVeg2,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Riparian Veg Quality Index--Scaled XCDENBK: QRVeg2=.1+(0.9*(xcdenbk/100)),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_RDIST1,RDIST1,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Riparian Disturbance index (scaled W1_Hall 0-1) | Riparian Disturbance index--scaled W1_Hall (0 to 1): RDIST1=1-(1/(1+w1_hall)),INTERPRETATION,,,,Multiple protocol-specific labels — see Metadata Detail,phab,1,4
1819,phab_REACHLEN,REACHLEN,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Sample Reach Length (m),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_REALM,REALM,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Type of Site for PHab: Wadeable or Boatable Method,INTERPRETATION,,,,Same label appears for multiple sample/record types,phab,1,4
1819,phab_RP100,RP100,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Mean Residual Depth at thalweg (cm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_RP100_cm,RP100_cm,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Mean Residual Depth at thalweg (cm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_RPGT50,RPGT50,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Residual Pools >50cm res-depth (number/reach),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_RPGT75,RPGT75,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Residual Pools >75cm res-depth (number/reach),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_RPMXDEP,RPMXDEP,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Maximum residual Depth (___),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_RPMXDEP_CM,RPMXDEP_CM,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,"Maximum residual depth in reach (cm), converted from raw data in m | Maximum residual depth in reach (cm) | Maximum residual Depth in reach (cm)",INTERPRETATION,,,,Multiple protocol-specific labels — see Metadata Detail,phab,1,4
1819,phab_RpRat,RpRat,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Residual Depth proportion (RP100/XDepth_cm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_RPXDEP,RPXDEP,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Mean maximum depth of residual Pools in reach (__),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_RPXDEP_CM,RPXDEP_CM,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,"Mean maximum depth of residual Pools in reach (cm) | Mean residual pool depth in reach (cm/pool) | Mean residual pool depth in reach (cm/pool), converted from raw data in m",INTERPRETATION,,,,Multiple protocol-specific labels — see Metadata Detail,phab,1,4
1819,phab_SDDEPTH,SDDEPTH,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Std Dev. of Thalweg Depth (cm),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_SDDEPTH_CM,SDDEPTH_CM,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,"Std deviation of thalweg depth (cm), converted from raw data in m | Std deviation of thalweg depth (cm) | Std Dev. of Thalweg Depth (cm)",INTERPRETATION,,,,Multiple protocol-specific labels — see Metadata Detail,phab,1,4
1819,phab_SDINC_H,SDINC_H,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Std Dev of Terrace Height above water level,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_SDWD_RAT,SDWD_RAT,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Std Dev of Wetted Width-Depth Ratio,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_SDWIDTH,SDWIDTH,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Std Dev of Wetted Width (m),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_SDWXD,SDWXD,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Std Dev of Wetted Width x Thalweg Depth (m2),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_SINU,SINU,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Sinuosity of sample reach,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_SITE_ID,SITE_ID,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. Text. No missing values allowed. | Site ID",DESIGN | VERIF,,,,Multiple protocol-specific labels — see Metadata Detail,phab,16,2
1819,phab_STATE,STATE,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,State of site,VERIF,,,,Single metadata definition,phab,13,1
1819,phab_SURVEY_YRS,SURVEY_YRS,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,"NARS Survey Years (eg, 0809, 1314, 1819)",INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_UID,UID,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Unique site visit ID,,,,,Same label appears for multiple sample/record types,phab,15,3
1819,phab_UNIQUE_ID,UNIQUE_ID,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Unique site ID based on location that does not depend on year sampled or any other factor. Form is NRS_ss_nnnnn where ss state and nnnnn is number that starts at 10001. No missing values allowed.,,,,,Single metadata definition,phab,7,1
1819,phab_V1W_MSQ,V1W_MSQ,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/m2) Size=T+S+M+L+X (EPA/620/R-99/003 p53),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_V1WM100,V1WM100,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/100m) Size=T+S+M+L+X (EPA/620/R-99/003 p53),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_V2W_MSQ,V2W_MSQ,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/m2) Size=S+M+L+X (EPA/620/R-99/003 p53),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_V2WM100,V2WM100,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/100m) Size=S+M+L+X (EPA/620/R-99/003 p53),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_V4W_MSQ,V4W_MSQ,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/m2) Size=L+X (EPA/620/R-99/003 p53),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_V4WM100,V4WM100,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/100m) Size=L+X (EPA/620/R-99/003 p53),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_VISIT_NO,VISIT_NO,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Number identifying which visit this is,VERIF,|1|2,,,Single metadata definition,phab,15,1
1819,phab_W1_HAG,W1_HAG,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Human Agricultural Influence Index(distance-wtd tally of types & presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1_HALL,W1_HALL,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Human Disturbance Index(distance-wtd tally of types and presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1_HNOAG,W1_HNOAG,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Human Non-Agric. Disturb. Index (distance wtd tally of types & presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_BLDG,W1H_BLDG,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Buildings (distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_CROP,W1H_CROP,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Row Crops (distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_LDFL,W1H_LDFL,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Trash/Landfill (distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_LOG,W1H_LOG,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Logging (distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_MINE,W1H_MINE,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Mining (distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_PARK,W1H_PARK,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Park/Lawn (distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_PIPE,W1H_PIPE,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Pipe influent/effluent (distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_PSTR,W1H_PSTR,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Pasture/Hayfield (distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_PVMT,W1H_PVMT,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Pavement/parking lot(distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_ROAD,W1H_ROAD,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Road/Railroad (distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_W1H_WALL,W1H_WALL,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Walls/dikes/revetments(distance-wtd tally of presence),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_XBEARING,XBEARING,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Compass Bearing Sighted upstream (Degrees),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_XBKA,XBKA,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Bank Angle (mean degrees),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_XBKF_H,XBKF_H,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Mean Bankfull Height above wetted channel (m),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_XBKF_W,XBKF_W,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Mean Bankfull Width (m),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_XC,XC,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Canopy Mean Areal Cover proportion,INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_XCDENBK,XCDENBK,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Canopy Density at bank (mean percent),INTERPRETATION,,,,Single metadata definition,phab,1,1
1819,phab_XCDENMID,XCDENMID,Physical Habitat,NRSA 1819 Physical Habitat Larger Set of Metrics,Canopy Density at mid-channel (mean percent),INTERPRETATION,,,,Single metadata definition,phab,1,1
