cycle,database_style_key,epa_short_name,indicator,source_dataset,epa_definition_what_it_measures,definition_source,sample_or_record_type_s,units,legal_values_format,range_low,range_high,definition_status,convenience_prefix,appears_in_count_datasets,metadata_record_count
1314,landscape_KFACT_PT,KFACT_PT,Landscape Data,NRSA 1314 Landscape Metrics,Site mean of the soil erodibility factor (no units) of soils from the State Soil Geographic (STATSGO) Database.,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_KFACT_WS,KFACT_WS,Landscape Data,NRSA 1314 Landscape Metrics,Watershed mean of the soil erodibility factor (no units) of soils from the State Soil Geographic (STATSGO) Database.,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_LAT_DD83,LAT_DD83,Landscape Data,NRSA 1314 Landscape Metrics,Latitude (based on NAD83 datum) for stream site from NHD-based sample frame. | Latitude (based on NAD83 datum) for stream site from NHDPlusV2 Numeric. No missing values allowed. | Latitude in decimal degrees NAD83,2013–2014 EPA metadata,DESIGN | LANDSCAPE,,Numeric,,,Multiple protocol-specific labels — see Metadata Detail,landscape,8,3
1314,landscape_LON_DD83,LON_DD83,Landscape Data,NRSA 1314 Landscape Metrics,Longitude (based on NAD83 datum) for stream site from NHD-based sample frame. | Longitude (based on NAD83 datum) for stream site from NHDPlusV2 Numeric. No missing values allowed. | Longitude in decimal degrees NAD83,2013–2014 EPA metadata,DESIGN | LANDSCAPE,,Numeric,,,Multiple protocol-specific labels — see Metadata Detail,landscape,8,3
1314,landscape_LSTFRZ_PT,LSTFRZ_PT,Landscape Data,NRSA 1314 Landscape Metrics,"Site average of mean day of the year of last freeze, derived from 30 years of record (1961-1990), 2km PRISM. For example, value of 100 is the 100th day of the year (April 10th). Values of 0 here indicate there is no freeze",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_LSTFRZ_WS,LSTFRZ_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Watershed average of mean day of the year of last freeze, derived from 30 years of record (1961-1990), 2km PRISM. For example, value of 100 is the 100th day of the year (April 10th). Values of 0 here indicate there is no freeze",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_MAFLOWU,MAFLOWU,Landscape Data,NRSA 1314 Landscape Metrics,Mean Annual Flow (cfs) at bottom of flowline as computed by Unit Runoff Method.,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_MAST_2013,MAST_2013,Landscape Data,NRSA 1314 Landscape Metrics,Mean annual stream temperature from USU model,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_MAST_2014,MAST_2014,Landscape Data,NRSA 1314 Landscape Metrics,Mean annual stream temperature from USU model,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_MAVELU,MAVELU,Landscape Data,NRSA 1314 Landscape Metrics,Mean Annual Velocity (fps) at bottom of flowline as computed by Jobson Method (1996) using the flow in MAFlowU.,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_MSST_2013,MSST_2013,Landscape Data,NRSA 1314 Landscape Metrics,Mean summer stream temperature from USU model,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_MSST_2014,MSST_2014,Landscape Data,NRSA 1314 Landscape Metrics,Mean summer stream temperature from USU model,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_MWST_2013,MWST_2013,Landscape Data,NRSA 1314 Landscape Metrics,Mean winter stream temperature from USU model,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_MWST_2014,MWST_2014,Landscape Data,NRSA 1314 Landscape Metrics,Mean winter stream temperature from USU model,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_OMH_WS,OMH_WS,Landscape Data,NRSA 1314 Landscape Metrics,Watershed mean of the high value of organic matter content (percent by weight) of soils from State Soil Geographic (STATSGO) Database.,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTBL2011_WS,PCTBL2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as barren land cover (NLCD 2011 class 31),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTCONIF2011_WS,PCTCONIF2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as evergreen forest land cover (NLCD 2011 class 42),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTCROP2011_WS,PCTCROP2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as crop land use (NLCD 2011 class 82),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTDECID2011_WS,PCTDECID2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as deciduous forest land cover (NLCD 2011 class 41),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTGRS2011_WS,PCTGRS2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as grassland/herbaceous land cover (NLCD 2011 class 71),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTHAY2011_WS,PCTHAY2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as hay land use (NLCD 2011 class 81),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTHBWET2011_WS,PCTHBWET2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as herbaceous wetland land cover (NLCD 2011 class 95),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTICE2011_WS,PCTICE2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as ice/snow land cover (NLCD 2011 class 12),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTMXFST2011_WS,PCTMXFST2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as mixed deciduous/evergreen forest land cover (NLCD 2011 class 43),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTOW2011_WS,PCTOW2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as open water land cover (NLCD 2011 class 11),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTSHRB2011_WS,PCTSHRB2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as shrub/scrub land cover (NLCD 2011 class 52),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTURBHI2011_WS,PCTURBHI2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,"% of watershed area classified as developed, high-intensity land use (NLCD 2011 class 24)",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTURBLO2011_WS,PCTURBLO2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,"% of watershed area classified as developed, low-intensity land use (NLCD 2011 class 22)",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTURBMD2011_WS,PCTURBMD2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,"% of watershed area classified as developed, medium-intensity land use (NLCD 2011 class 23)",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTURBOP2011_WS,PCTURBOP2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,"% of watershed area classified as developed, open space land use (NLCD 2011 class 21)",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PCTWDWET2011_WS,PCTWDWET2011_WS,Landscape Data,NRSA 1314 Landscape Metrics,% of watershed area classified as woody wetland land cover (NLCD 2011 class 90),2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PERDUN_WS,PERDUN_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Dunne overland flow, also know as saturation overland flow, is generated in a basin when the water table ""outcrops"" on the land surface (due to the infiltration and redistribution of soil moisture within the basin), thereby producing temporary saturated areas. These saturated areas generate Dunne overland flow through exfiltration of shallow ground water and by routing precipitation directly to the stream network. The data are estimated from a watershed simulation model called TOPMODEL (Wolock, 1993). The model was run throughout the conterminous U.S. and estimated percentage of Dunne overland flow in total streamflow was quantified (Wolock, 2003).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PERHOR_WS,PERHOR_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Horton overland flow, also known as infiltration-excess overland flow, is generated in a basin when infiltration rates are exceeded by precipitation rates. The data are estimated from a watershed simulation model called TOPMODEL (Wolock, 1993). The model was run throughout the conterminous U.S. and estimated percentage of Horton overland flow in total streamflow was quantified (Wolock, 2003).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PERMH_WS,PERMH_WS,Landscape Data,NRSA 1314 Landscape Metrics,Watershed mean of the high values of permeability (inches/hour) of soils from the State Soil Geographic (STATSGO) Database,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PMAX_WS,PMAX_WS,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as ?(MAXxi) / 30, where xi = the modeled total precipitation (mm) for month i (1-12). Values based on 30 years (1971-2000) of PRISM climate estimates. Each value represents a 900 x 900 meter cell. Mean of all Pmax values within the watershed upstream of the sampling point (?Pmax i / n, where i = each of n pixels within the watershed).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PMIN_WS,PMIN_WS,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as ?MINxi / 30, where xi = the modeled total precipitation (mm) for month i (1-12). Values based on 30 years (1971-2000) of PRISM climate estimates. Each value represents a 900 x 900 meter cell. Mean of all Pmin values within the watershed upstream of the sampling point (?Pmin i / n, where i = each of n pixels within the watershed).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PRECIP_WS,PRECIP_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Mean annual precip (cm) for the watershed, from 800m PRISM data. 30 years period of record 1971-2000.",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PSUM_PT,PSUM_PT,Landscape Data,NRSA 1314 Landscape Metrics,"Annual sum of the predicted mean monthly precipitation (mm) derived from the PRISM data for the sampling site. Calculated as sum Xi, where Xi = the predicted mean precipitation for month i (1-12) derived from 29 years of record (1961-1990).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PSUM_WS,PSUM_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Annual sum of the predicted mean monthly precipitation (mm) derived from the PRISM data for the watershed. Calculated as sum Xi, where Xi = the predicted mean precipitation for month i (1-12) derived from 29 years of record (1961-1990).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PSUMPY_2013_PT,PSUMPY_2013_PT,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as xi, where xi = the modeled total precipitation (mm) for month i (5-12) of the previous year and month i (1-4) of the sampling year. This value estimates the total precipitation for the 12 months prior to the field sampling season. Each value represents a 2 x 2 kilometer cell (http://www.prism.oregonstate.edu).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PSUMPY_2013_WS,PSUMPY_2013_WS,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as xi, where xi = the modeled total precipitation (mm) for month i (5-12) of the previous year and month i (1-4) of the sampling year. This value estimates the total precipitation for the 12 months prior to the field sampling season. Each value represents a 2 x 2 kilometer cell (http://www.prism.oregonstate.edu).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PSUMPY_2014_PT,PSUMPY_2014_PT,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as xi, where xi = the modeled total precipitation (mm) for month i (5-12) of the previous year and month i (1-4) of the sampling year. This value estimates the total precipitation for the 12 months prior to the field sampling season. Each value represents a 2 x 2 kilometer cell (http://www.prism.oregonstate.edu).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_PSUMPY_2014_WS,PSUMPY_2014_WS,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as xi, where xi = the modeled total precipitation (mm) for month i (5-12) of the previous year and month i (1-4) of the sampling year. This value estimates the total precipitation for the 12 months prior to the field sampling season. Each value represents a 2 x 2 kilometer cell (http://www.prism.oregonstate.edu).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_RDDENS_WS,RDDENS_WS,Landscape Data,NRSA 1314 Landscape Metrics,Watershed road density (km/km2),2013–2014 EPA metadata,LANDSCAPE,,,0.0,,Single metadata definition,landscape,1,1
1314,landscape_RDH_PT,RDH_PT,Landscape Data,NRSA 1314 Landscape Metrics,Site mean of the high values of depth to bedrock (inches) of soils from the State Soil Geographic (STATSGO) Database.,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_RDH_WS,RDH_WS,Landscape Data,NRSA 1314 Landscape Metrics,Site mean of the high values of depth to bedrock (inches) of soils from the State Soil Geographic (STATSGO) Database.,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_REACH_COMID,REACH_COMID,Landscape Data,NRSA 1314 Landscape Metrics,NHDPlus COMID for the stream reach,2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_RHMEAN_PT,RHMEAN_PT,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as (SUMxi / 12) / 30, where xi = the modeled mean relative humidity (%) for month i (1-12). Values based on 30 years (1961-1990) of PRISM climate estimates. Each value represents a 2 x 2 kilometer cell",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_RHMEAN_WS,RHMEAN_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Watershed average relative humidity (percent), from 2km PRISM, derived from 30 years of record (1961-1990).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_RUNOFF_WS,RUNOFF_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Estimated watershed annual runoff, mm/year, mean for the period 1971-2000. Estimation method integrated effects of climate, land use, water use, regulation, etc. The base data layer was estimated from historical USGS streamflow data and hydrologic cataloging units in the conterminous U.S., following the appraoch of Krug and others (1989).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_SITE_ID,SITE_ID,Landscape Data,NRSA 1314 Landscape Metrics,"Site ID for the study and year sampled. Preferred form is NRSnn_MM-xxxxx where nn is current cycle year (04, 08, 13, 18, etc), MM is two letter state code, and xxxxx is between 10001 and 99999. Text. No missing values allowed. | Unique Site ID assigned for NRSA13-14 | Site ID",2013–2014 EPA metadata,DESIGN | LANDSCAPE | VERIF,,,,,Multiple protocol-specific labels — see Metadata Detail,landscape,14,5
1314,landscape_SITETYPE,SITETYPE,Landscape Data,NRSA 1314 Landscape Metrics,Site type (Probability-based or hand-picked),2013–2014 EPA metadata,DESIGN,,PROB | HAND,,,Single metadata definition,landscape,10,1
1314,landscape_TMAX_WS,TMAX_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Watershed average of maximum monthly air temperature (degrees C) from 800m PRISM, derived from 30 years of record (1971-2000).",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_TMEAN_WS,TMEAN_WS,Landscape Data,NRSA 1314 Landscape Metrics,"Average annual air temperature for the watershed, degrees C, from 2km PRISM data. 30 years period of record 1971-2000.",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_TMEANPW_2013_PT,TMEANPW_2013_PT,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_TMEANPW_2013_WS,TMEANPW_2013_WS,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_TMEANPW_2014_PT,TMEANPW_2014_PT,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_TMEANPW_2014_WS,TMEANPW_2014_WS,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as xi / 3, where xi = the modeled mean air temperature (°C) for month i (12) of the previous year and month i (1-2) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the winter just prior to when field sampling was done. Each value represents a 2 x 2 kilometer cell",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
1314,landscape_TMEANSS_2013_PT,TMEANSS_2013_PT,Landscape Data,NRSA 1314 Landscape Metrics,"GIS raster calculated as xi / 4, where xi = the modeled mean air temperature (°C) for month i (6-9) of the sample year. The modeled monthly mean air temperature (xi) is the average of the minimum and maximum monthly air temperatures (http://www.prism.oregonstate.edu/faq.phtml). This value estimates the average temperature of the specific summer that field sampling was done. Each value represents a 2 x 2 kilometer cell",2013–2014 EPA metadata,LANDSCAPE,,,,,Single metadata definition,landscape,1,1
