cycle,database_style_key,epa_short_name,indicator,source_dataset,epa_definition_what_it_measures,definition_source,sample_or_record_type_s,units,legal_values_format,range_low,range_high,definition_status,convenience_prefix,appears_in_count_datasets,metadata_record_count
1314,phab_RP100,RP100,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean Residual Depth at thalweg (cm),2018–2019 EPA metadata fallback,RESIDUAL POOLS,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_RPGT50,RPGT50,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Residual Pools >50cm res-depth (number/reach),2018–2019 EPA metadata fallback,RESIDUAL POOLS,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_RPGT75,RPGT75,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Residual Pools >75cm res-depth (number/reach),2018–2019 EPA metadata fallback,RESIDUAL POOLS,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_RPMXDEP_CM,RPMXDEP_CM,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,"Maximum residual depth in reach (cm), converted from raw data in m | Maximum residual depth in reach (cm)",2013–2014 EPA metadata,INTERPRETATION,,,,,Multiple protocol-specific labels — see Metadata Detail,phab,1,1
1314,phab_RPRAT,RPRAT,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Residual Depth proportion (RP100/XDepth),2013–2014 EPA metadata,INTERPRETATION,,,,,Single metadata definition,phab,2,1
1314,phab_RPXDEP_CM,RPXDEP_CM,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,"Mean residual pool depth in reach (cm/pool), converted from raw data in m | Mean residual pool depth in reach (cm/pool)",2013–2014 EPA metadata,INTERPRETATION,,,,,Multiple protocol-specific labels — see Metadata Detail,phab,1,1
1314,phab_RRPW3,RRPW3,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,,Not supplied in listed EPA metadata,BED STABILITY,,,,,No label supplied in listed EPA metadata,phab,1,1
1314,phab_SDDEPTH_CM,SDDEPTH_CM,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,"Std deviation of thalweg depth (cm), converted from raw data in m | Std deviation of thalweg depth (cm)",2013–2014 EPA metadata,INTERPRETATION,,,,,Multiple protocol-specific labels — see Metadata Detail,phab,2,1
1314,phab_SDINC_H,SDINC_H,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Std Dev of Terrace Height above water level,2018–2019 EPA metadata fallback,CHANNEL MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_SDWD_RAT,SDWD_RAT,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Std Dev of Wetted Width-Depth Ratio,2018–2019 EPA metadata fallback,CHANNEL MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_SDWIDTH,SDWIDTH,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Std Dev of Wetted Width (m),2018–2019 EPA metadata fallback,CHANNEL MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_SDWXD,SDWXD,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Std Dev of Wetted Width x Thalweg Depth (m2),2018–2019 EPA metadata fallback,CHANNEL MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_SHLD_PX3,SHLD_PX3,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,,Not supplied in listed EPA metadata,BED STABILITY,,,,,No label supplied in listed EPA metadata,phab,1,1
1314,phab_SINU,SINU,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Sinuosity of sample reach,2018–2019 EPA metadata fallback,SLOPE AND BEARING,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_SITETYPE,SITETYPE,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,"Site type (Probability-based or hand-picked). PROB for sites from probability survey. Usually HAND for hand-picked sites. In EMAP West and WSA, STARHAND is used to identify hand-picked sites that do not have all CORE indicators available.",2013–2014 EPA metadata,,,,,,Single metadata definition,phab,10,1
1314,phab_UID,UID,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Unique site visit ID,2013–2014 EPA metadata,,,,,,Same label appears for multiple sample/record types,phab,15,3
1314,phab_V1W_MSQ,V1W_MSQ,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/m2) Size=T+S+M+L+X (EPA/620/R-99/003 p53),2018–2019 EPA metadata fallback,LARGE WOODY DEBRIS,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_V1WM100,V1WM100,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/100m) Size=T+S+M+L+X (EPA/620/R-99/003 p53),2018–2019 EPA metadata fallback,LARGE WOODY DEBRIS,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_V2W_MSQ,V2W_MSQ,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/m2) Size=S+M+L+X (EPA/620/R-99/003 p53),2018–2019 EPA metadata fallback,LARGE WOODY DEBRIS,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_V2WM100,V2WM100,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/100m) Size=S+M+L+X (EPA/620/R-99/003 p53),2018–2019 EPA metadata fallback,LARGE WOODY DEBRIS,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_V4W_MSQ,V4W_MSQ,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/m2) Size=L+X (EPA/620/R-99/003 p53),2018–2019 EPA metadata fallback,LARGE WOODY DEBRIS,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_V4WM100,V4WM100,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Bankfull Channel Wood Volume (m3/100m) Size=L+X (EPA/620/R-99/003 p53),2018–2019 EPA metadata fallback,LARGE WOODY DEBRIS,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_W1_HAG,W1_HAG,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Human Agricultural Influence Index(distance-wtd tally of types & presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_W1_HALL,W1_HALL,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Human Disturbance Index(distance-wtd tally of types and presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,4,1
1314,phab_W1_HNOAG,W1_HNOAG,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Human Non-Agric. Disturb. Index (distance wtd tally of types & presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_W1H_BLDG,W1H_BLDG,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Buildings (distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_W1H_CROP,W1H_CROP,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Row Crops (distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_W1H_LDFL,W1H_LDFL,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Trash/Landfill (distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_W1H_LOG,W1H_LOG,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Logging (distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_W1H_MINE,W1H_MINE,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Mining (distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_W1H_PARK,W1H_PARK,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Park/Lawn (distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_W1H_PIPE,W1H_PIPE,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Pipe influent/effluent (distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_W1H_PSTR,W1H_PSTR,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Pasture/Hayfield (distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_W1H_PVMT,W1H_PVMT,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Pavement/parking lot(distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_W1H_ROAD,W1H_ROAD,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Road/Railroad (distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_W1H_WALL,W1H_WALL,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Near Stream Human Dist: Walls/dikes/revetments(distance-wtd tally of presence),2018–2019 EPA metadata fallback,HUMAN DISTURBANCE,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XBEARING,XBEARING,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Compass Bearing Sighted upstream (Degrees),2018–2019 EPA metadata fallback,SLOPE AND BEARING,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XBKA,XBKA,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Bank Angle (mean degrees),2018–2019 EPA metadata fallback,BANK MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XBKF_H,XBKF_H,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean Bankfull Height above wetted channel (m),2018–2019 EPA metadata fallback,CHANNEL MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XBKF_W,XBKF_W,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean Bankfull Width (m),2018–2019 EPA metadata fallback,CHANNEL MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XC,XC,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Canopy Mean Areal Cover proportion,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XCDENBK,XCDENBK,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Canopy Density at bank (mean percent),2018–2019 EPA metadata fallback,CANOPY DENSIOMETER,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XCDENMID,XCDENMID,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Canopy Density at mid-channel (mean percent),2018–2019 EPA metadata fallback,CANOPY DENSIOMETER,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XCEMBED,XCEMBED,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Embeddedness Center of Channel (Mean % wetted streambed),2018–2019 EPA metadata fallback,SUBSTRATE EMBEDDEDNESS,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XCL,XCL,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Large diameter (Dbh>0.3m) Tree Canopy Areal Cover proportion,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XCM,XCM,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Sum of Canopy+Mid layer vegetation areal cover proportion,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XCMG,XCMG,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Sum of Canopy+Mid+Ground layer areal cover proportion,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XCMGW,XCMGW,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Sum of Woody Canopy+Mid+Ground layer areal cover proportion,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XCMW,XCMW,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Sum of Woody Canopy+Mid layer vegetation areal cover proportion,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XCS,XCS,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Small diameter (Dbh<0.3m) Tree Canopy Areal Cover proportion,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XDEPTH_CM,XDEPTH_CM,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,"Mean thalweg depth (cm), converted from raw data in m | Mean thalweg depth (cm)",2013–2014 EPA metadata,INTERPRETATION,,,,,Multiple protocol-specific labels — see Metadata Detail,phab,2,1
1314,phab_XEMBED,XEMBED,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean streambed embeddedness (%),2018–2019 EPA metadata fallback,SUBSTRATE EMBEDDEDNESS,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XFC_ALG,XFC_ALG,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover: Filamentous algae (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XFC_ALL,XFC_ALL,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover Sum: All except algae and aquatic macrophytes (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XFC_AQM,XFC_AQM,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover: Aquatic macrophytes (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XFC_BIG,XFC_BIG,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,"Instream Cover Sum: wood, boulders, over-hang banks, human structures (areal proportion)",2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XFC_BRS,XFC_BRS,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover: Brush (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XFC_HUM,XFC_HUM,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover: Anthropogenic Structures/Trash (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XFC_LVT,XFC_LVT,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover: Live Trees (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XFC_LWD,XFC_LWD,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover: Large woody debris (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XFC_NAT,XFC_NAT,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover Sum: non-anthropogenic cover types (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XFC_OHV,XFC_OHV,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover: Overhanging Vegetation <1m above surface (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XFC_RCK,XFC_RCK,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover: Rocks and Ledges (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XFC_UCB,XFC_UCB,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Instream Cover: Overhanging Banks (areal proportion),2018–2019 EPA metadata fallback,FISH COVER,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XG,XG,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Same as XGveg?,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XGB,XGB,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Barren ground layer areal cover,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XGH,XGH,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Non-woody ground layer areal cover,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XGV,XGV,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Total ground layer areal cover,2013–2014 EPA metadata,INTERPRETATION,,,,,Single metadata definition,phab,1,1
1314,phab_XGW,XGW,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Woody ground layer areal cover,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XINC_H,XINC_H,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Terrace Height above water level (m),2018–2019 EPA metadata fallback,CHANNEL MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XM,XM,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mid-Layer areal cover,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XMH,XMH,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mid-Layer Herbaceous areal cover,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XMW,XMW,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mid-Layer Woody areal cover,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XPCAN,XPCAN,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Canopy Presence: proportion of reach,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XPCM,XPCM,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Canopy+Mid-layer Presence: proportion of reach,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XPCMG,XPCMG,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Canopy+Mid+Ground-layer Presence: proportion of reach,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XPMGW,XPMGW,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Woody Canopy+Mid+Ground-layer Presence: proportion of reach,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XPMID,XPMID,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mid-layer Presence: proportion of reach,2018–2019 EPA metadata fallback,RIPARIAN VEGETATION,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XSHOR2VG,XSHOR2VG,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Distance (m) from shoreline to vegetation Boatable only,2018–2019 EPA metadata fallback,CHANNEL CHARACTERISTICS,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XSLOPE,XSLOPE,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean Slope of water surface (%),2018–2019 EPA metadata fallback,SLOPE AND BEARING,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XSLOPE_FIELD,XSLOPE_FIELD,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean Slope of water surface-Field measurement (%),2018–2019 EPA metadata fallback,SLOPE AND BEARING,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XSLOPE_MAP,XSLOPE_MAP,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean Slope of water surface-Map-derived measurement (%),2018–2019 EPA metadata fallback,SLOPE AND BEARING,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XUN,XUN,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean bank undercut distance (m),2018–2019 EPA metadata fallback,BANK MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,1,1
1314,phab_XWD_RAT,XWD_RAT,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean Wetted Width/Thalweg Depth ratio,2018–2019 EPA metadata fallback,CHANNEL MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XWIDTH,XWIDTH,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean Wetted Width (m),2018–2019 EPA metadata fallback,CHANNEL MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,phab_XWXD,XWXD,Physical Habitat,NRSA 1314 Physical Habitat Larger Set of Metrics,Mean Wetted Width x Thalweg depth (m2),2018–2019 EPA metadata fallback,CHANNEL MORPHOLOGY,,,,,2013 metadata label blank — later EPA definition supplied,phab,2,1
1314,siteinfo_AG_ECO3,AG_ECO3,Site Information,NRSA 1314 Site Information,"NARS 3-level reporting region (2015), based on aggregating AGGR_ECO9_2015 reporting regions",2013–2014 EPA metadata,DESIGN,,EHIGH|PLNLOW|WMTNS,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_AG_ECO3_NM,AG_ECO3_NM,Site Information,NRSA 1314 Site Information,NARS 3-level reporting region Name,2013–2014 EPA metadata,DESIGN,,Text names,,,Single metadata definition,siteinfo,2,1
1314,siteinfo_AG_ECO9,AG_ECO9,Site Information,NRSA 1314 Site Information,"NARS 9-level reporting region (2015), based on aggregated Omernik Level III ecoregions",2013–2014 EPA metadata,DESIGN,,CPL|NAP|NPL|SAP|SPL|TPL|UMW|WMT|XER,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_AG_ECO9_NM,AG_ECO9_NM,Site Information,NRSA 1314 Site Information,NARS 9-level reporting region Name,2013–2014 EPA metadata,DESIGN,,Text names,,,Single metadata definition,siteinfo,7,1
1314,siteinfo_BOAT_WADE,BOAT_WADE,Site Information,NRSA 1314 Site Information,NRSA 2008-9 site was boatable or wadeable when sampled,2013–2014 EPA metadata,DESIGN,,Boatable|Wadeable,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_BORD_RIV,BORD_RIV,Site Information,NRSA 1314 Site Information,Reach occurs on state or country boundaries,2013–2014 EPA metadata,DESIGN,,Text of two postal codes: MM:NN where MM is one state and NN is other state the river is on the border. Blank if not a border river,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_CH0813_WGT,CH0813_WGT,Site Information,NRSA 1314 Site Information,Site weight for 2008-9 and 2013-14 change analysis,2013–2014 EPA metadata,DESIGN,,Numeric: >0 or 0 if site is not to be used for population estimation,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_CHNG_SF,CHNG_SF,Site Information,NRSA 1314 Site Information,"Identifies if site included/excluded from 2008-9, 2013-14, 2018-19 sample frame. Will expand in future to include 2023-24 etc.",2013–2014 EPA metadata,DESIGN,,Form: Include18_Include13_Include08,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_CNTYNAME,CNTYNAME,Site Information,NRSA 1314 Site Information,County name (source ESRI counties based on census 2010),2013–2014 EPA metadata,DESIGN,,Text Names,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_COMID,COMID,Site Information,NRSA 1314 Site Information,NHD common identifier for NRSA sampling frame and subsequent designs.,2013–2014 EPA metadata,DESIGN,,Numeric,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_DATE_COL,DATE_COL,Site Information,NRSA 1314 Site Information,Date of data collection in field,2013–2014 EPA metadata,,,,,,Single metadata definition,siteinfo,14,1
1314,siteinfo_DESC_CODE,DESC_CODE,Site Information,NRSA 1314 Site Information,Land ownership description code derived from USGS PADUS (http://gapanalysis.usgs.gov/padus/data/) - pulled May 2016 version of database,2013–2014 EPA metadata,DESIGN,,Numeric of 37 land ownership description codes from PADUS; may legitimately be NA if not covered by PADUS owership,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_ELEVATION,ELEVATION,Site Information,NRSA 1314 Site Information,"Elevation at Stream site (LAT_DD83, LON_DD83) from USGS elevation point query service (30 m elevation) http://ned.usgs.gov/epqs/",2013–2014 EPA metadata,DESIGN,,Numeric; may legitimately be negative,,,Single metadata definition,siteinfo,1,1
1314,siteinfo_EPA_REG,EPA_REG,Site Information,NRSA 1314 Site Information,EPA Region,2013–2014 EPA metadata,DESIGN,,Region_1 | Region_2 | Region_3 | Region_4 | Region_5 | Region_6 | Region_7 | Region_8 | Region_9 | Region_10,,,Single metadata definition,siteinfo,2,1
